Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
2001-02,9/9/2001,Valladolid,Valencia,1,1,D,1,0,H
2001-02,9/9/2001,Zaragoza,Sevilla,1,1,D,0,0,D
2001-02,15/09/01,Betis,Real Madrid,3,1,H,1,1,D
2001-02,15/09/01,La Coruna,Ath Bilbao,1,2,A,0,1,A
2001-02,15/09/01,Mallorca,Alaves,0,0,D,0,0,D
2001-02,15/09/01,Osasuna,Barcelona,0,0,D,0,0,D
2001-02,16/09/01,Espanol,Sevilla,2,3,A,1,1,D
2001-02,16/09/01,Malaga,Valladolid,1,2,A,0,1,A
2001-02,16/09/01,Sociedad,Celta,0,0,D,0,0,D
2001-02,16/09/01,Vallecano,Zaragoza,1,2,A,1,0,H
2001-02,16/09/01,Tenerife,Villarreal,2,0,H,1,0,H
2001-02,16/09/01,Valencia,Las Palmas,1,0,H,0,0,D
2001-02,22/09/01,Alaves,La Coruna,2,3,A,0,1,A
2001-02,22/09/01,Barcelona,Tenerife,2,0,H,1,0,H
2001-02,22/09/01,Las Palmas,Malaga,0,0,D,0,0,D
2001-02,22/09/01,Real Madrid,Espanol,5,1,H,3,0,H
2001-02,22/09/01,Villarreal,Sociedad,1,0,H,0,0,D
2001-02,23/09/01,Ath Bilbao,Valencia,2,2,D,0,1,A
2001-02,23/09/01,Celta,Mallorca,2,0,H,1,0,H
2001-02,23/09/01,Sevilla,Vallecano,2,1,H,0,1,A
2001-02,23/09/01,Valladolid,Betis,0,2,A,0,0,D
2001-02,23/09/01,Zaragoza,Osasuna,0,1,A,0,1,A
2001-02,29/09/01,Espanol,Vallecano,3,1,H,1,0,H
2001-02,29/09/01,Malaga,Ath Bilbao,1,2,A,0,1,A
2001-02,29/09/01,Real Madrid,Valladolid,2,2,D,2,1,H
2001-02,29/09/01,Sociedad,Barcelona,0,2,A,0,1,A
2001-02,30/09/01,Betis,Las Palmas,1,0,H,0,0,D
2001-02,30/09/01,La Coruna,Celta,2,2,D,0,1,A
2001-02,30/09/01,Mallorca,Villarreal,0,1,A,0,1,A
2001-02,30/09/01,Osasuna,Sevilla,1,0,H,0,0,D
2001-02,30/09/01,Tenerife,Zaragoza,0,0,D,0,0,D
2001-02,30/09/01,Valencia,Alaves,0,0,D,0,0,D
2001-02,3/10/2001,Alaves,Malaga,1,0,H,0,0,D
2001-02,3/10/2001,Ath Bilbao,Betis,0,0,D,0,0,D
2001-02,3/10/2001,Barcelona,Mallorca,3,0,H,3,0,H
2001-02,3/10/2001,Las Palmas,Real Madrid,4,2,H,2,2,D
2001-02,3/10/2001,Vallecano,Osasuna,0,1,A,0,1,A
2001-02,3/10/2001,Sevilla,Tenerife,2,0,H,1,0,H
2001-02,3/10/2001,Valladolid,Espanol,0,1,A,0,1,A
2001-02,3/10/2001,Villarreal,La Coruna,1,1,D,1,0,H
2001-02,3/10/2001,Zaragoza,Sociedad,3,2,H,1,1,D
2001-02,4/10/2001,Celta,Valencia,1,1,D,0,1,A
2001-02,6/10/2001,La Coruna,Barcelona,2,1,H,0,1,A
2001-02,6/10/2001,Real Madrid,Ath Bilbao,2,0,H,0,0,D
2001-02,7/10/2001,Betis,Alaves,1,0,H,0,0,D
2001-02,7/10/2001,Espanol,Osasuna,1,1,D,0,0,D
2001-02,7/10/2001,Malaga,Celta,2,2,D,2,0,H
2001-02,7/10/2001,Mallorca,Zaragoza,0,1,A,0,0,D
2001-02,7/10/2001,Sociedad,Sevilla,3,3,D,2,0,H
2001-02,7/10/2001,Tenerife,Vallecano,3,1,H,1,1,D
2001-02,7/10/2001,Valencia,Villarreal,1,0,H,1,0,H
2001-02,7/10/2001,Valladolid,Las Palmas,1,0,H,1,0,H
2001-02,13/10/01,Alaves,Real Madrid,0,0,D,0,0,D
2001-02,13/10/01,Sevilla,Mallorca,2,2,D,2,2,D
2001-02,13/10/01,Zaragoza,La Coruna,1,2,A,0,1,A
2001-02,14/10/01,Ath Bilbao,Valladolid,1,4,A,0,2,A
2001-02,14/10/01,Barcelona,Valencia,2,2,D,1,1,D
2001-02,14/10/01,Celta,Betis,3,1,H,2,0,H
2001-02,14/10/01,Las Palmas,Espanol,2,0,H,0,0,D
2001-02,14/10/01,Osasuna,Tenerife,0,2,A,0,0,D
2001-02,14/10/01,Vallecano,Sociedad,2,1,H,1,1,D
2001-02,14/10/01,Villarreal,Malaga,1,2,A,1,1,D
2001-02,20/10/01,Betis,Villarreal,1,1,D,0,1,A
2001-02,20/10/01,La Coruna,Sevilla,1,0,H,1,0,H
2001-02,20/10/01,Las Palmas,Ath Bilbao,1,1,D,0,1,A
2001-02,20/10/01,Malaga,Barcelona,1,1,D,0,0,D
2001-02,20/10/01,Sociedad,Osasuna,2,1,H,0,1,A
2001-02,21/10/01,Espanol,Tenerife,2,0,H,2,0,H
2001-02,21/10/01,Mallorca,Vallecano,3,0,H,1,0,H
2001-02,21/10/01,Real Madrid,Celta,1,1,D,1,1,D
2001-02,21/10/01,Valencia,Zaragoza,2,0,H,1,0,H
2001-02,21/10/01,Valladolid,Alaves,1,3,A,0,2,A
2001-02,27/10/01,Barcelona,Betis,3,0,H,1,0,H
2001-02,27/10/01,Osasuna,Mallorca,4,0,H,2,0,H
2001-02,27/10/01,Vallecano,La Coruna,2,1,H,0,0,D
2001-02,27/10/01,Tenerife,Sociedad,0,1,A,0,1,A
2001-02,27/10/01,Villarreal,Real Madrid,2,3,A,1,0,H
2001-02,28/10/01,Alaves,Las Palmas,1,0,H,1,0,H
2001-02,28/10/01,Ath Bilbao,Espanol,1,1,D,1,0,H
2001-02,28/10/01,Celta,Valladolid,1,1,D,0,0,D
2001-02,28/10/01,Sevilla,Valencia,1,1,D,0,1,A
2001-02,28/10/01,Zaragoza,Malaga,0,2,A,0,1,A
2001-02,3/11/2001,Ath Bilbao,Alaves,2,1,H,2,0,H
2001-02,4/11/2001,Betis,Zaragoza,0,1,A,0,0,D
2001-02,4/11/2001,La Coruna,Osasuna,5,1,H,4,1,H
2001-02,4/11/2001,Espanol,Sociedad,1,2,A,1,1,D
2001-02,4/11/2001,Las Palmas,Celta,4,2,H,3,1,H
2001-02,4/11/2001,Malaga,Sevilla,1,3,A,1,1,D
2001-02,4/11/2001,Mallorca,Tenerife,2,0,H,1,0,H
2001-02,4/11/2001,Real Madrid,Barcelona,2,0,H,1,0,H
2001-02,4/11/2001,Valencia,Vallecano,2,1,H,1,1,D
2001-02,4/11/2001,Valladolid,Villarreal,1,0,H,1,0,H
2001-02,10/11/2001,Sevilla,Betis,0,0,D,0,0,D
2001-02,11/11/2001,Alaves,Espanol,2,1,H,1,1,D
2001-02,11/11/2001,Barcelona,Valladolid,4,0,H,2,0,H
2001-02,11/11/2001,Celta,Ath Bilbao,2,3,A,1,0,H
2001-02,11/11/2001,Osasuna,Valencia,0,0,D,0,0,D
2001-02,11/11/2001,Sociedad,Mallorca,1,2,A,0,0,D
2001-02,11/11/2001,Vallecano,Malaga,3,0,H,2,0,H
2001-02,11/11/2001,Tenerife,La Coruna,3,1,H,1,1,D
2001-02,11/11/2001,Villarreal,Las Palmas,2,0,H,1,0,H
2001-02,11/11/2001,Zaragoza,Real Madrid,2,1,H,1,0,H
2001-02,17/11/01,La Coruna,Sociedad,3,1,H,1,1,D
2001-02,17/11/01,Las Palmas,Barcelona,0,0,D,0,0,D
2001-02,17/11/01,Real Madrid,Sevilla,2,1,H,1,0,H
2001-02,18/11/01,Alaves,Celta,1,0,H,1,0,H
2001-02,18/11/01,Ath Bilbao,Villarreal,0,0,D,0,0,D
2001-02,18/11/01,Betis,Vallecano,2,0,H,0,0,D
2001-02,18/11/01,Espanol,Mallorca,2,1,H,1,1,D
2001-02,18/11/01,Malaga,Osasuna,2,1,H,2,0,H
2001-02,18/11/01,Valencia,Tenerife,0,0,D,0,0,D
2001-02,18/11/01,Valladolid,Zaragoza,2,0,H,1,0,H
2001-02,24/11/01,Barcelona,Ath Bilbao,1,2,A,0,1,A
2001-02,25/11/01,Celta,Espanol,4,1,H,2,1,H
2001-02,25/11/01,Mallorca,La Coruna,4,1,H,2,1,H
2001-02,25/11/01,Osasuna,Betis,1,2,A,0,0,D
2001-02,25/11/01,Sociedad,Valencia,2,0,H,1,0,H
2001-02,25/11/01,Vallecano,Real Madrid,0,3,A,0,2,A
2001-02,25/11/01,Sevilla,Valladolid,4,0,H,1,0,H
2001-02,25/11/01,Tenerife,Malaga,1,0,H,0,0,D
2001-02,25/11/01,Villarreal,Alaves,1,0,H,1,0,H
2001-02,25/11/01,Zaragoza,Las Palmas,2,1,H,1,0,H
2001-02,1/12/2001,Alaves,Barcelona,2,0,H,1,0,H
2001-02,1/12/2001,Espanol,La Coruna,1,0,H,0,0,D
2001-02,1/12/2001,Real Madrid,Osasuna,2,1,H,2,0,H
2001-02,1/12/2001,Valencia,Mallorca,1,1,D,0,1,A
2001-02,2/12/2001,Ath Bilbao,Zaragoza,2,1,H,1,0,H
2001-02,2/12/2001,Betis,Tenerife,1,0,H,0,0,D
2001-02,2/12/2001,Celta,Villarreal,3,1,H,1,0,H
2001-02,2/12/2001,Las Palmas,Sevilla,1,0,H,0,0,D
2001-02,2/12/2001,Malaga,Sociedad,1,0,H,1,0,H
2001-02,2/12/2001,Valladolid,Vallecano,3,1,H,2,1,H
2001-02,8/12/2001,Sevilla,Ath Bilbao,3,3,D,0,0,D
2001-02,8/12/2001,Tenerife,Real Madrid,0,2,A,0,1,A
2001-02,9/12/2001,Barcelona,Celta,2,2,D,1,0,H
2001-02,9/12/2001,La Coruna,Valencia,1,0,H,0,0,D
2001-02,9/12/2001,Mallorca,Malaga,1,1,D,1,1,D
2001-02,9/12/2001,Osasuna,Valladolid,1,0,H,0,0,D
2001-02,9/12/2001,Sociedad,Betis,0,0,D,0,0,D
2001-02,9/12/2001,Vallecano,Las Palmas,0,0,D,0,0,D
2001-02,9/12/2001,Villarreal,Espanol,1,1,D,1,1,D
2001-02,9/12/2001,Zaragoza,Alaves,0,2,A,0,1,A
2001-02,15/12/01,Espanol,Valencia,2,3,A,2,0,H
2001-02,15/12/01,Las Palmas,Osasuna,1,1,D,0,1,A
2001-02,15/12/01,Real Madrid,Sociedad,3,1,H,1,1,D
2001-02,16/12/01,Alaves,Sevilla,0,1,A,0,0,D
2001-02,16/12/01,Ath Bilbao,Vallecano,1,1,D,0,0,D
2001-02,16/12/01,Betis,Mallorca,1,0,H,1,0,H
2001-02,16/12/01,Celta,Zaragoza,2,0,H,1,0,H
2001-02,16/12/01,Malaga,La Coruna,1,1,D,1,0,H
2001-02,16/12/01,Valladolid,Tenerife,0,0,D,0,0,D
2001-02,16/12/01,Villarreal,Barcelona,0,1,A,0,1,A
2001-02,22/12/01,La Coruna,Betis,2,0,H,1,0,H
2001-02,22/12/01,Espanol,Barcelona,2,0,H,0,0,D
2001-02,22/12/01,Sociedad,Valladolid,6,0,H,1,0,H
2001-02,22/12/01,Sevilla,Celta,0,1,A,0,0,D
2001-02,22/12/01,Tenerife,Las Palmas,1,3,A,0,1,A
2001-02,22/12/01,Valencia,Malaga,2,1,H,2,1,H
2001-02,23/12/01,Mallorca,Real Madrid,1,1,D,0,0,D
2001-02,23/12/01,Osasuna,Ath Bilbao,0,1,A,0,0,D
2001-02,23/12/01,Zaragoza,Villarreal,3,2,H,2,0,H
2001-02,5/1/2002,Celta,Vallecano,2,2,D,0,1,A
2001-02,5/1/2002,Las Palmas,Sociedad,0,0,D,0,0,D
2001-02,5/1/2002,Real Madrid,La Coruna,3,1,H,2,1,H
2001-02,5/1/2002,Villarreal,Sevilla,0,2,A,0,1,A
2001-02,6/1/2002,Alaves,Osasuna,0,2,A,0,0,D
2001-02,6/1/2002,Ath Bilbao,Tenerife,1,2,A,0,0,D
2001-02,6/1/2002,Barcelona,Zaragoza,2,0,H,1,0,H
2001-02,6/1/2002,Betis,Valencia,1,3,A,1,2,A
2001-02,6/1/2002,Malaga,Espanol,2,0,H,1,0,H
2001-02,6/1/2002,Valladolid,Mallorca,2,1,H,1,0,H
2001-02,12/1/2002,Ath Bilbao,Sociedad,2,1,H,1,1,D
2001-02,12/1/2002,Villarreal,Vallecano,1,1,D,0,0,D
2001-02,13/01/02,Alaves,Tenerife,1,0,H,1,0,H
2001-02,13/01/02,Barcelona,Sevilla,3,1,H,1,1,D
2001-02,13/01/02,Betis,Malaga,1,1,D,0,0,D
2001-02,13/01/02,Celta,Osasuna,1,1,D,1,0,H
2001-02,13/01/02,Las Palmas,Mallorca,3,1,H,1,0,H
2001-02,13/01/02,Real Madrid,Valencia,1,0,H,0,0,D
2001-02,13/01/02,Valladolid,La Coruna,3,0,H,2,0,H
2001-02,13/01/02,Zaragoza,Espanol,0,0,D,0,0,D
2001-02,19/01/02,Malaga,Real Madrid,1,1,D,1,0,H
2001-02,19/01/02,Sociedad,Alaves,1,2,A,1,0,H
2001-02,20/01/02,La Coruna,Las Palmas,1,0,H,0,0,D
2001-02,20/01/02,Espanol,Betis,1,1,D,0,0,D
2001-02,20/01/02,Mallorca,Ath Bilbao,3,0,H,1,0,H
2001-02,20/01/02,Osasuna,Villarreal,2,2,D,2,1,H
2001-02,20/01/02,Vallecano,Barcelona,2,1,H,1,0,H
2001-02,20/01/02,Sevilla,Zaragoza,4,2,H,1,1,D
2001-02,20/01/02,Tenerife,Celta,1,1,D,1,0,H
2001-02,20/01/02,Valencia,Valladolid,1,2,A,1,2,A
2001-02,23/01/02,Vallecano,Alaves,2,0,H,0,0,D
2001-02,26/01/02,Celta,Sociedad,3,1,H,0,1,A
2001-02,26/01/02,Las Palmas,Valencia,0,1,A,0,1,A
2001-02,27/01/02,Alaves,Mallorca,0,4,A,0,2,A
2001-02,27/01/02,Ath Bilbao,La Coruna,1,1,D,0,0,D
2001-02,27/01/02,Barcelona,Osasuna,0,1,A,0,0,D
2001-02,27/01/02,Real Madrid,Betis,1,1,D,1,0,H
2001-02,27/01/02,Sevilla,Espanol,3,0,H,0,0,D
2001-02,27/01/02,Valladolid,Malaga,0,0,D,0,0,D
2001-02,27/01/02,Villarreal,Tenerife,2,1,H,2,0,H
2001-02,27/01/02,Zaragoza,Vallecano,3,2,H,0,1,A
2001-02,2/2/2002,La Coruna,Alaves,0,1,A,0,1,A
2001-02,2/2/2002,Mallorca,Celta,0,1,A,0,1,A
2001-02,2/2/2002,Sociedad,Villarreal,2,1,H,0,0,D
2001-02,2/2/2002,Vallecano,Sevilla,2,1,H,2,1,H
2001-02,2/2/2002,Tenerife,Barcelona,0,6,A,0,2,A
2001-02,3/2/2002,Betis,Valladolid,2,0,H,1,0,H
2001-02,3/2/2002,Espanol,Real Madrid,2,1,H,1,1,D
2001-02,3/2/2002,Malaga,Las Palmas,1,1,D,0,1,A
2001-02,3/2/2002,Osasuna,Zaragoza,0,0,D,0,0,D
2001-02,3/2/2002,Valencia,Ath Bilbao,2,1,H,1,0,H
2001-02,5/2/2002,Celta,La Coruna,0,2,A,0,1,A
2001-02,6/2/2002,Alaves,Valencia,1,2,A,1,2,A
2001-02,6/2/2002,Ath Bilbao,Malaga,3,2,H,2,1,H
2001-02,6/2/2002,Barcelona,Sociedad,2,0,H,0,0,D
2001-02,6/2/2002,Las Palmas,Betis,0,0,D,0,0,D
2001-02,6/2/2002,Vallecano,Espanol,2,2,D,1,0,H
2001-02,6/2/2002,Sevilla,Osasuna,0,0,D,0,0,D
2001-02,6/2/2002,Valladolid,Real Madrid,2,1,H,0,0,D
2001-02,6/2/2002,Villarreal,Mallorca,2,1,H,1,0,H
2001-02,6/2/2002,Zaragoza,Tenerife,1,1,D,0,1,A
2001-02,9/2/2002,Mallorca,Barcelona,0,0,D,0,0,D
2001-02,9/2/2002,Valencia,Celta,0,0,D,0,0,D
2001-02,10/2/2002,Betis,Ath Bilbao,1,1,D,1,1,D
2001-02,10/2/2002,La Coruna,Villarreal,0,0,D,0,0,D
2001-02,10/2/2002,Espanol,Valladolid,1,0,H,0,0,D
2001-02,10/2/2002,Malaga,Alaves,1,0,H,0,0,D
2001-02,10/2/2002,Osasuna,Vallecano,1,0,H,0,0,D
2001-02,10/2/2002,Real Madrid,Las Palmas,7,0,H,3,0,H
2001-02,10/2/2002,Sociedad,Zaragoza,3,1,H,2,0,H
2001-02,10/2/2002,Tenerife,Sevilla,1,1,D,0,1,A
2001-02,16/02/02,Ath Bilbao,Real Madrid,2,1,H,2,0,H
2001-02,16/02/02,Barcelona,La Coruna,3,2,H,1,1,D
2001-02,16/02/02,Villarreal,Valencia,1,1,D,0,0,D
2001-02,17/02/02,Alaves,Betis,0,1,A,0,1,A
2001-02,17/02/02,Celta,Malaga,0,0,D,0,0,D
2001-02,17/02/02,Las Palmas,Valladolid,1,1,D,0,0,D
2001-02,17/02/02,Osasuna,Espanol,1,1,D,0,1,A
2001-02,17/02/02,Vallecano,Tenerife,2,0,H,0,0,D
2001-02,17/02/02,Sevilla,Sociedad,0,1,A,0,0,D
2001-02,17/02/02,Zaragoza,Mallorca,1,0,H,0,0,D
2001-02,23/02/02,La Coruna,Zaragoza,1,0,H,1,0,H
2001-02,23/02/02,Real Madrid,Alaves,3,1,H,1,1,D
2001-02,23/02/02,Valencia,Barcelona,2,0,H,1,0,H
2001-02,24/02/02,Betis,Celta,4,1,H,2,0,H
2001-02,24/02/02,Espanol,Las Palmas,3,1,H,0,1,A
2001-02,24/02/02,Malaga,Villarreal,2,1,H,1,0,H
2001-02,24/02/02,Mallorca,Sevilla,0,4,A,0,1,A
2001-02,24/02/02,Sociedad,Vallecano,2,2,D,1,0,H
2001-02,24/02/02,Tenerife,Osasuna,3,1,H,1,0,H
2001-02,24/02/02,Valladolid,Ath Bilbao,2,0,H,0,0,D
2001-02,2/3/2002,Celta,Real Madrid,0,1,A,0,0,D
2001-02,2/3/2002,Sevilla,La Coruna,0,1,A,0,0,D
2001-02,2/3/2002,Villarreal,Betis,1,1,D,1,1,D
2001-02,3/3/2002,Alaves,Valladolid,3,1,H,1,1,D
2001-02,3/3/2002,Ath Bilbao,Las Palmas,3,1,H,1,0,H
2001-02,3/3/2002,Barcelona,Malaga,5,1,H,3,0,H
2001-02,3/3/2002,Osasuna,Sociedad,1,1,D,0,0,D
2001-02,3/3/2002,Vallecano,Mallorca,0,2,A,0,1,A
2001-02,3/3/2002,Tenerife,Espanol,1,1,D,1,1,D
2001-02,3/3/2002,Zaragoza,Valencia,0,1,A,0,1,A
2001-02,9/3/2002,Betis,Barcelona,2,1,H,1,0,H
2001-02,9/3/2002,La Coruna,Vallecano,1,1,D,1,1,D
2001-02,9/3/2002,Las Palmas,Alaves,2,1,H,1,1,D
2001-02,9/3/2002,Real Madrid,Villarreal,3,0,H,1,0,H
2001-02,10/3/2002,Espanol,Ath Bilbao,2,0,H,1,0,H
2001-02,10/3/2002,Malaga,Zaragoza,2,1,H,2,0,H
2001-02,10/3/2002,Mallorca,Osasuna,4,2,H,2,1,H
2001-02,10/3/2002,Sociedad,Tenerife,0,2,A,0,1,A
2001-02,10/3/2002,Valencia,Sevilla,2,0,H,0,0,D
2001-02,10/3/2002,Valladolid,Celta,2,4,A,1,2,A
2001-02,16/03/02,Barcelona,Real Madrid,1,1,D,0,1,A
2001-02,16/03/02,Osasuna,La Coruna,1,3,A,0,3,A
2001-02,17/03/02,Alaves,Ath Bilbao,2,3,A,2,2,D
2001-02,17/03/02,Celta,Las Palmas,3,2,H,2,0,H
2001-02,17/03/02,Sociedad,Espanol,1,0,H,1,0,H
2001-02,17/03/02,Vallecano,Valencia,2,1,H,1,1,D
2001-02,17/03/02,Sevilla,Malaga,0,2,A,0,0,D
2001-02,17/03/02,Tenerife,Mallorca,0,0,D,0,0,D
2001-02,17/03/02,Villarreal,Valladolid,2,2,D,0,2,A
2001-02,17/03/02,Zaragoza,Betis,1,1,D,1,0,H
2001-02,23/03/02,Betis,Sevilla,0,0,D,0,0,D
2001-02,23/03/02,Las Palmas,Villarreal,3,2,H,2,2,D
2001-02,23/03/02,Malaga,Vallecano,0,0,D,0,0,D
2001-02,24/03/02,Ath Bilbao,Celta,1,6,A,1,2,A
2001-02,24/03/02,La Coruna,Tenerife,3,1,H,0,1,A
2001-02,24/03/02,Espanol,Alaves,1,2,A,1,0,H
2001-02,24/03/02,Mallorca,Sociedad,0,2,A,0,0,D
2001-02,24/03/02,Real Madrid,Zaragoza,3,1,H,1,0,H
2001-02,24/03/02,Valencia,Osasuna,2,1,H,0,0,D
2001-02,24/03/02,Valladolid,Barcelona,1,2,A,1,2,A
2001-02,30/03/02,Barcelona,Las Palmas,1,1,D,1,0,H
2001-02,30/03/02,Celta,Alaves,3,1,H,0,0,D
2001-02,30/03/02,Sociedad,La Coruna,1,1,D,1,0,H
2001-02,30/03/02,Sevilla,Real Madrid,0,1,A,0,1,A
2001-02,30/03/02,Tenerife,Valencia,0,1,A,0,0,D
2001-02,31/03/02,Mallorca,Espanol,2,1,H,1,1,D
2001-02,31/03/02,Osasuna,Malaga,0,2,A,0,0,D
2001-02,31/03/02,Vallecano,Betis,0,0,D,0,0,D
2001-02,31/03/02,Villarreal,Ath Bilbao,5,2,H,5,0,H
2001-02,31/03/02,Zaragoza,Valladolid,0,0,D,0,0,D
2001-02,6/4/2002,Ath Bilbao,Barcelona,0,2,A,0,1,A
2001-02,6/4/2002,La Coruna,Mallorca,5,0,H,4,0,H
2001-02,6/4/2002,Las Palmas,Zaragoza,1,1,D,0,0,D
2001-02,6/4/2002,Real Madrid,Vallecano,3,1,H,2,0,H
2001-02,7/4/2002,Alaves,Villarreal,2,1,H,1,1,D
2001-02,7/4/2002,Betis,Osasuna,0,0,D,0,0,D
2001-02,7/4/2002,Espanol,Celta,2,0,H,1,0,H
2001-02,7/4/2002,Malaga,Tenerife,2,0,H,0,0,D
2001-02,7/4/2002,Valencia,Sociedad,4,0,H,2,0,H
2001-02,7/4/2002,Valladolid,Sevilla,1,1,D,1,1,D
2001-02,13/04/02,Mallorca,Valencia,1,1,D,1,0,H
2001-02,14/04/02,Barcelona,Alaves,3,2,H,1,0,H
2001-02,14/04/02,La Coruna,Espanol,3,1,H,3,0,H
2001-02,14/04/02,Osasuna,Real Madrid,3,1,H,2,0,H
2001-02,14/04/02,Sociedad,Malaga,2,1,H,1,1,D
2001-02,14/04/02,Vallecano,Valladolid,1,0,H,1,0,H
2001-02,14/04/02,Sevilla,Las Palmas,1,1,D,1,0,H
2001-02,14/04/02,Tenerife,Betis,2,1,H,0,1,A
2001-02,14/04/02,Villarreal,Celta,2,1,H,0,0,D
2001-02,14/04/02,Zaragoza,Ath Bilbao,2,2,D,1,1,D
2001-02,20/04/02,Celta,Barcelona,2,1,H,1,0,H
2001-02,20/04/02,Las Palmas,Vallecano,0,2,A,0,0,D
2001-02,20/04/02,Real Madrid,Tenerife,4,1,H,2,1,H
2001-02,21/04/02,Alaves,Zaragoza,2,1,H,1,0,H
2001-02,21/04/02,Ath Bilbao,Sevilla,0,1,A,0,0,D
2001-02,21/04/02,Betis,Sociedad,3,0,H,1,0,H
2001-02,21/04/02,Espanol,Villarreal,3,1,H,2,0,H
2001-02,21/04/02,Malaga,Mallorca,0,0,D,0,0,D
2001-02,21/04/02,Valencia,La Coruna,1,0,H,0,0,D
2001-02,21/04/02,Valladolid,Osasuna,1,0,H,0,0,D
2001-02,27/04/02,Barcelona,Villarreal,4,1,H,0,1,A
2001-02,27/04/02,Sociedad,Real Madrid,3,0,H,0,0,D
2001-02,27/04/02,Valencia,Espanol,2,1,H,0,1,A
2001-02,28/04/02,La Coruna,Malaga,2,2,D,1,1,D
2001-02,28/04/02,Mallorca,Betis,1,3,A,0,1,A
2001-02,28/04/02,Osasuna,Las Palmas,3,2,H,2,1,H
2001-02,28/04/02,Vallecano,Ath Bilbao,4,2,H,1,0,H
2001-02,28/04/02,Sevilla,Alaves,2,0,H,1,0,H
2001-02,28/04/02,Tenerife,Valladolid,1,5,A,0,2,A
2001-02,28/04/02,Zaragoza,Celta,0,1,A,0,0,D
2001-02,5/5/2002,Alaves,Vallecano,0,1,A,0,0,D
2001-02,5/5/2002,Ath Bilbao,Osasuna,1,1,D,0,0,D
2001-02,5/5/2002,Barcelona,Espanol,2,0,H,1,0,H
2001-02,5/5/2002,Betis,La Coruna,0,3,A,0,1,A
2001-02,5/5/2002,Celta,Sevilla,1,2,A,1,2,A
2001-02,5/5/2002,Las Palmas,Tenerife,0,1,A,0,1,A
2001-02,5/5/2002,Malaga,Valencia,0,2,A,0,2,A
2001-02,5/5/2002,Real Madrid,Mallorca,0,0,D,0,0,D
2001-02,5/5/2002,Valladolid,Sociedad,1,3,A,1,1,D
2001-02,5/5/2002,Villarreal,Zaragoza,2,1,H,2,0,H
2001-02,10/5/2002,La Coruna,Real Madrid,3,0,H,1,0,H
2001-02,11/5/2002,Espanol,Malaga,1,2,A,0,2,A
2001-02,11/5/2002,Mallorca,Valladolid,2,1,H,0,1,A
2001-02,11/5/2002,Osasuna,Alaves,0,1,A,0,1,A
2001-02,11/5/2002,Sociedad,Las Palmas,1,1,D,0,1,A
2001-02,11/5/2002,Vallecano,Celta,1,0,H,0,0,D
2001-02,11/5/2002,Sevilla,Villarreal,1,0,H,1,0,H
2001-02,11/5/2002,Tenerife,Ath Bilbao,2,3,A,2,1,H
2001-02,11/5/2002,Valencia,Betis,2,0,H,1,0,H
2001-02,11/5/2002,Zaragoza,Barcelona,1,1,D,1,1,D
2002-03,31/08/02,Santander,Valladolid,0,1,A,0,0,D
2002-03,1/9/2002,Barcelona,Ath Madrid,2,2,D,1,1,D
2002-03,1/9/2002,La Coruna,Betis,2,4,A,1,3,A
2002-03,1/9/2002,Mallorca,Valencia,0,2,A,0,1,A
2002-03,1/9/2002,Recreativo,Malaga,2,3,A,2,1,H
2002-03,1/9/2002,Sevilla,Celta,0,1,A,0,1,A
2002-03,1/9/2002,Sociedad,Ath Bilbao,4,2,H,2,1,H
2002-03,1/9/2002,Vallecano,Alaves,2,2,D,1,1,D
2002-03,1/9/2002,Villarreal,Osasuna,2,2,D,2,0,H
2002-03,2/9/2002,Real Madrid,Espanol,2,0,H,1,0,H
2002-03,14/09/02,Ath Bilbao,Barcelona,0,2,A,0,2,A
2002-03,14/09/02,Malaga,Vallecano,2,1,H,0,1,A
2002-03,14/09/02,Osasuna,La Coruna,1,2,A,1,0,H
2002-03,14/09/02,Valencia,Recreativo,3,0,H,1,0,H
2002-03,15/09/02,Alaves,Santander,0,1,A,0,1,A
2002-03,15/09/02,Ath Madrid,Sevilla,1,1,D,0,1,A
2002-03,15/09/02,Celta,Mallorca,3,1,H,2,0,H
2002-03,15/09/02,Espanol,Sociedad,1,3,A,0,1,A
2002-03,15/09/02,Valladolid,Villarreal,1,0,H,1,0,H
2002-03,21/09/02,Barcelona,Espanol,2,0,H,0,0,D
2002-03,21/09/02,La Coruna,Valladolid,2,0,H,2,0,H
2002-03,21/09/02,Real Madrid,Osasuna,4,1,H,1,0,H
2002-03,22/09/02,Malaga,Valencia,2,2,D,2,0,H
2002-03,22/09/02,Mallorca,Ath Madrid,0,4,A,0,2,A
2002-03,22/09/02,Recreativo,Celta,0,3,A,0,1,A
2002-03,22/09/02,Sevilla,Ath Bilbao,1,1,D,0,0,D
2002-03,22/09/02,Sociedad,Betis,3,3,D,1,2,A
2002-03,22/09/02,Vallecano,Santander,3,1,H,1,1,D
2002-03,22/09/02,Villarreal,Alaves,0,1,A,0,1,A
2002-03,28/09/02,Alaves,La Coruna,1,2,A,0,0,D
2002-03,28/09/02,Betis,Barcelona,3,0,H,1,0,H
2002-03,28/09/02,Valladolid,Real Madrid,1,1,D,0,1,A
2002-03,29/09/02,Ath Bilbao,Mallorca,0,2,A,0,1,A
2002-03,29/09/02,Ath Madrid,Recreativo,1,1,D,1,1,D
